ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
42-13,21/03/23 23:10:21,https://twitter.com/carlabrews/status/1572203103579144192,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@carlabrews,Carla Brews,Only Twitter Account| UPLB| PRO Ph | Narrative lang walang personalan | Coffee Enthusiast | Foodie,Identified,03/22,152,2813,Republic of the Philippines,"So eto na lang, kundinahin mo nga at itakwil mo ang CPP-NPA-NDF kasama ang mga prente tulad ng Kabataan PL, Gabriela, at ACT Teachers? 😂 Baka nga yan lang di mo pa magawa so sinong pasanin ng Pinas 😝😝😝",,"Text, Reply",20/09/22 20:36,https://drive.google.com/file/d/17LFQEkr71iv3q7tZEdBKq8Q9eTnmfAKw/view?usp=share_link,Emotional,2,0,0,1,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a reply to a conversation.,,,,,
42-14,21/03/23 23:13:55,https://twitter.com/shiningtwicexo/status/1570367735972110346,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,@tedaks @shenanigunsx @GabrielaWomenPL Itong Kpapanget na Gabriela Partylist ng CPP-NPA-NDF ay mga Satanas talaga sila. Umaasal sila parang si Satanas.,,Text,15/09/22 19:03,https://drive.google.com/file/d/1gFXFvXWoDiIZqSsPlnEYMHdBUvUJ-KIK/view?usp=share_link,Emotional,1,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a direct reply to another user.,,,,,
42-15,21/03/23 23:17:17,https://twitter.com/shiningtwicexo/status/1566712664885039105,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,@Natans_Lover Kailan pang nagbabasa ng batas itong mga banong Kakampinks/Dilawan at yung K-Papanget na Gabriela Partylist na isa sa mga legal fronts ng CPP-NPA-NDF?,,Text,05/09/22 16:59,https://drive.google.com/file/d/1hMG5OSGqBfDLsej3K-K84wsdP_0lKL5A/view?usp=share_link,Emotional,1,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a direct reply to another user.,,,,,
42-16,21/03/23 23:21:26,https://twitter.com/shiningtwicexo/status/1566631593174740993,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,@Paps_Caloy Bakit buhay pa yang K-Papangit na yan na Gabriela na isa sa mga legal front ng CPP-NPA-NDF?,,Text,05/09/22 11:37,https://drive.google.com/file/d/1QzqHkDAxgkykDY4C5SOMpWWPZPFk4ZRc/view?usp=share_link,Emotional,1,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a direct reply to another user.,,,,,
42-17,21/03/23 23:24:22,https://twitter.com/BongMarco1976/status/1565890665044516864,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@BongMarco1976,Bong Marco,,Anonymous,05/22,14,1,,"@cnnphilippines Gabriela is a political front of the CPP NDF NPA, an illegal terror organization and enemy of the state, whose ultimate objective is to overthrow the government through armed rebellion.
NO TO CPP NDF NPA
NO TO COMMUNISM
NO TO TERRORISM",,Text,03/09/22 10:33,https://drive.google.com/file/d/1PZi_8j3DQO4OWEJQZpqxtjUbLGP9Ukhn/view?usp=share_link,Rational,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a direct reply to another user.,,,,,
42-18,21/03/23 23:27:41,https://twitter.com/cinecinecine30/status/1564802630102261760,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@cinecinecine30,cinecinecine30,,Anonymous,09/15,151,1603,,"kabataan partylist.
gabriela
act-cis.

ay mga national democrat. at fronta ng cpp-ndf-npa!

na kasalukuyang may ""digmaang bayan"" sa republika

nasa kongreso at nangingialam sa pagpapatakbo ng budget ng republika. 

EXPEL THEM!",,"Text, Reply",31/08/22 10:29,https://drive.google.com/file/d/1ZNF2lHXZTAUioxQlUOi_ZTYnQbZjKPB_/view?usp=share_link,Rational,33,0,7,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-19,21/03/23 23:28:59,https://twitter.com/gflorendo1/status/1422844706728255489,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@gflorendo1,gflorendo,Government & Public Service,Identified,07/21,4,0,,"A high-ranking leader of the New People’s Army (NPA) surrendered to the military in Pikit, North Cotabato. Ariane Jane Ochate Ramos alias Marikit is a graduate of UP Mindanao and is affiliated with the League of Filipino Students and Gabriela Youth. 
https://facebook.com/599993216/posts/10159731114453217/?d=n",,"Text, URL",08/04/21 16:59,https://drive.google.com/file/d/1V3vZQtlnDSMBq4Q1dfFaaD8eMovEfeWI/view?usp=share_link,Rational,0,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",The link with the tweet is dead,,,,,
42-20,21/03/23 23:32:01,https://twitter.com/BongMarco1976/status/1564162654389690368,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@BongMarco1976,Bong Marco,,Anonymous,05/22,14,1,,"@manilabulletin Gabriela = CPP NDF NPA
NO TO COMMUNISM
NO TO TERRORISM",,Text,29/08/22 16:06,https://drive.google.com/file/d/1u56Lhsq_A6519oL21D__Zy4rfbfhhl1N/view?usp=share_link,Rational,1,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a direct reply to another user.,,,,,
42-21,21/03/23 23:36:23,https://twitter.com/kalel_joaquin03/status/1562578448626827264,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@kalel_joaquin03,SAPAKIN KO NANAY MO 🫵🤣,ANG PAGBABALIK - SAPAKIN KO NANAY MO 2.0 🤣🤣 pro-government of tatay digong and a supporter of BBMSARA UNITEAM. Ang Gagarote sa mga pinklawang tae..,Identified,01/22,1234,1189,,"@Paps_Caloy tinulungan ng @gabrielaphils ang mga kabataan na matutong magrally, suwayin ang magulang at eventually mamundok at maging NPA. ang gabriela ay legal front ng CPP-NPA-NDF ayon kay joma sison. mga ulol na terorista ang gabriela. kasama ang @KabataanPL @actteachersplcl @BayanMuna . https://t.co/hSf52fLKth",,"Text, Video",25/08/22 07:11,https://drive.google.com/file/d/1ELKf3URhUVDmV4cSaLOZv_0NWk_Xosya/view?usp=share_link,Rational,2,0,1,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",This tweet is a direct reply to another user.,,,,,
42-22,21/03/23 23:37:46,https://twitter.com/dodypena3/status/1319716913073643521,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@dodypena3,dpeña,,Anonymous,08/10,281,464,Muntinlupa City,"It’s obvious that gabriela, legal front of cpp npa according to joma sison, is the one abusing women, using Soberano’s good looks and popularity, for their own evil agenda. Ang kapal ng mukha mo @ArleneBrosas! #Endcppnpa #Endfakeactivism",,"Text, Reply",24/10/20 03:06,https://drive.google.com/file/d/17XyMurDw0nkI4a0uI1B87zl9tW2BN2BX/view?usp=share_link,Rational,0,0,0,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",,,,,,
42-23,21/03/23 23:39:29,https://twitter.com/shiningtwicexo/status/1561590859321450496,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan Account💞) ❤💚",Anonymous,04/10,3972,3471,🇵🇭🇨🇳🇰🇷🇦🇺,"@JNote18 Buong KaGAT (Kabataan, Gabriela, Alliance of Concerned Teachers) partylists ng CPP-NPA-NDF actually.",,Text ,22/08/22 13:47,https://drive.google.com/file/d/1ouwYmecRaTaXH1YbXDuOQN7UY560ibTp/view?usp=share_link,Rational,2,0,0,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",This tweet is a direct reply to another user.,,,,,
42-24,21/03/23 23:42:57,https://twitter.com/bingbongbarack/status/1560211496499523585,42,"Razal, Cassandra",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@bingbongbarack,BongBongBong,"Ironically, the person you’d take a bullet for sometimes ends up being the one behind the gun.",Anonymous,01/22,614,551,,"it’s now public knowledge: ACT Teacher, Gabriela and Kabataan Partylists are fronts of the CPP NPA NDF.

Dapat lang lipulin ang mga SALOT ng bayan! https://t.co/s19WfaCAkd

{Alt-text image: An image of Pastor Apollo Quiboloy with a quote of him stating that ACT, Gabriela and Kabataan Partylists are fronts of NPA-NDF-CPP, and that he wants to have a debate with their representative, France Castro, Arlene Brosas, and Raoul Manuel, respectively.""}",,"Text, Image",18/08/22 18:26,https://drive.google.com/file/d/1R7hSgD2ZL1pqDvXMn-pP2VnoJcnuL9Oy/view?usp=share_link,Rational,5,0,1,0,,,"There is a lack of sufficient evidence that links the GWP to the CPP-NPA-NDF. In fact, there is still no court in the Philippines which has rendered a decision regarding the charges against GWP and their involvement with the CPP-NPA-NDF despite the allegations they face for years.

[https://www.altermidya.net/hindi-totoo-gabriela-womens-party-rekruter-ng-cpp-npa-ndf/]",,,,,,
42-25,21/03/23 23:47:44,https://twitter.com/b3njietan/status/1271430040652136449,42,"Macahilig, Hanz",REDT,Gabriela partylist is a front of the terrorist group CPP-NPA,gabriela npa,@b3njietan	,Benjie,,Anonymous,05/20,4,2,,"@mndlangl @PaulValcorza @aurasahn @missanjreyes Discuss more on red-tagging. Have you seen the video of joma sison red-tagging gabriela, lfs, npa, bayan, and other ""progressive"" orgs? They're all related to each other.",,"Text, Reply",12/06/20 21:11,https://drive.google.com/file/d/1Ui_dI9i6jyc75grJgwCkOGwSBzaosyqr/view?usp=share_link,Rational,0,0,0,0,,,"The video of Joma Sison stating that Gabriela is a front for CPP is actually a spliced video from an interview of Sison in 1988. In the interview, it was clear that he mentioned Gabriela as a legal, mass organization.

[https://www.tsek.ph/totoo-o-hindi-inamin-mismo-ni-jose-maria-sison-na-kasapi-ng-communist-party-of-the-philippines-cpp-ang-mga-partylist-ng-bagong-alyansang-makabayan-bayan/]",,,,,,
